"LogName","TimeCreated","ProviderName","Id","Level","RecordId","Message"
"System","2-7-2026 19:48:00","Microsoft-Windows-Kernel-General","12","Informatie","80036","Het besturingssysteem is gestart op systeemtijd ‎2026‎-‎07‎-‎02T17:47:59.500000000Z."
"System","2-7-2026 19:48:00","Microsoft-Windows-Kernel-General","25","Informatie","80037","De systeemtijd is geïnitialiseerd voor ‎2026‎-‎07‎-‎02T17:47:59.500000000Z. 

Laadprogrammatijd: ‎2026‎-‎07‎-‎02T17:47:59.000000000Z
Interne opstartvlaggen: 0x2
HAL RTC-foutcode: 0x0
RTC-tijd is utc: false
Soft boot: false
Success: true
Phase: 0"
"System","2-7-2026 19:48:00","Microsoft-Windows-Kernel-Boot","153","Informatie","80038","Beveiliging op basis van virtualisatie (beleid: 0) is disabled."
"System","2-7-2026 19:48:00","Microsoft-Windows-Kernel-Boot","29","Fout","80039","Windows kan niet snel worden opgestart met de foutstatus 0xC00000D4."
"System","2-7-2026 19:48:00","Microsoft-Windows-Kernel-Boot","18","Informatie","80040","Er zijn 0x1 opstartopties op dit systeem."
"System","2-7-2026 19:48:00","Microsoft-Windows-Kernel-Boot","32","Informatie","80041","Bootmgr heeft 0 ms gewacht op gebruikersinvoer."
"System","2-7-2026 19:48:00","Microsoft-Windows-Kernel-Boot","18","Informatie","80042","Er zijn 0x1 opstartopties op dit systeem."
"System","2-7-2026 19:48:00","Microsoft-Windows-Kernel-Boot","32","Informatie","80043","Bootmgr heeft 0 ms gewacht op gebruikersinvoer."
"System","2-7-2026 19:48:00","Microsoft-Windows-Kernel-Boot","20","Informatie","80044","De laatste status van een geslaagde afsluitactie is true. De laatste status van een geslaagde opstartactie is true."
"System","2-7-2026 19:48:00","Microsoft-Windows-Kernel-Boot","247","Informatie","80045","Kan Pluton-Windows firmware niet laden. StatusCode: STATUS_SUCCESS, Reden: Failed to apply firmware."
"System","2-7-2026 19:48:00","Microsoft-Windows-Kernel-Boot","238","Informatie","80046","EFI-afwijking voor tijdzone: 2047. Daglicht-vlaggen: 0. Tijd van firmware: ‎2026‎-‎07‎-‎02T19:47:59.000000000Z. "
"System","2-7-2026 19:48:00","Microsoft-Windows-Kernel-Boot","25","Informatie","80047","Het opstartmenubeleid was 0x1."
"System","2-7-2026 19:48:00","Microsoft-Windows-Kernel-Boot","27","Informatie","80048","Het opstarttype was 0x0."
"System","2-7-2026 19:48:00","Microsoft-Windows-Kernel-Boot","30","Informatie","80049","Door de firmware zijn opstartmetingen gemeld."
"System","2-7-2026 19:48:00","Microsoft-Windows-Kernel-General","20","Informatie","80050","De configuratie van de schrikkelseconde is bijgewerkt.
Reden: Leap second data initialized from registry during boot
Schrikkelseconden ingeschakeld: true
Nieuw aantal schrikkelseconden: 0
Oud aantal schrikkelseconden: 0"
"System","2-7-2026 19:48:02","Microsoft-Windows-Ntfs","98","Informatie","80058","Volume C: (\Device\HarddiskVolume6) is in orde. U hoeft geen actie te ondernemen."
"System","2-7-2026 19:48:03","Microsoft-Windows-Kernel-Power","125","Informatie","80063","Thermische ACPI-zone \_TZ.TZ00 is geïnventariseerd.             
_PSV = 0K             
_TC1 = 0             
_TC2 = 0             
_TSP = 0ms             
_AC0 = 344K             
_AC1 = 328K             
_AC2 = 323K             
_AC3 = 318K             
_AC4 = 313K             
_AC5 = 0K             
_AC6 = 0K             
_AC7 = 0K             
_AC8 = 0K             
_AC9 = 0K             
_CRT = 392K             
_HOT = 0K             
minimale vertraging = 0             
_CR3 = 0K"
"System","2-7-2026 19:48:03","Microsoft-Windows-Kernel-Power","41","Kritiek","80064","Het systeem is opnieuw opgestart zonder eerst correct te zijn afgesloten. Deze fout is mogelijk veroorzaakt doordat het systeem niet meer reageert of is vastgelopen of doordat de stroom is uitgevallen."
"System","2-7-2026 19:48:03","Microsoft-Windows-Kernel-Power","172","Informatie","80065","Status van connectiviteit in stand-by: Disconnected, Reden: NIC compliance"
"System","2-7-2026 19:48:03","Microsoft-Windows-Kernel-General","16","Informatie","80066","De toegangsgeschiedenis in component \SystemRoot\System32\Config\SAM is gewist, waarbij 71 sleutels zijn bijgewerkt en 7 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:03","Microsoft-Windows-Kernel-General","16","Informatie","80067","De toegangsgeschiedenis in component \SystemRoot\System32\Config\DEFAULT is gewist, waarbij 726 sleutels zijn bijgewerkt en 118 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:03","Microsoft-Windows-Kernel-General","16","Informatie","80068","De toegangsgeschiedenis in component \SystemRoot\System32\Config\SECURITY is gewist, waarbij 95 sleutels zijn bijgewerkt en 6 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:03","Microsoft-Windows-Kernel-Processor-Power","55","Informatie","80069","Processor 0 in de groep 0 biedt de volgende energiebeheermogelijkheden:

Type niet-actieve status: ACPI Idle (C) States (3 status(sen))

Type prestatiestatus: ACPI Collaborative Processor Performance Control
Nominale frequentie (MHz): 2904
Maximumpercentage voor prestaties: 148
Minimumpercentage voor prestaties: 27
Minimumversnellingspercentage: 3"
"System","2-7-2026 19:48:03","Microsoft-Windows-Kernel-Processor-Power","55","Informatie","80070","Processor 2 in de groep 0 biedt de volgende energiebeheermogelijkheden:

Type niet-actieve status: ACPI Idle (C) States (3 status(sen))

Type prestatiestatus: ACPI Collaborative Processor Performance Control
Nominale frequentie (MHz): 2904
Maximumpercentage voor prestaties: 148
Minimumpercentage voor prestaties: 37
Minimumversnellingspercentage: 3"
"System","2-7-2026 19:48:03","Microsoft-Windows-Kernel-Processor-Power","55","Informatie","80071","Processor 4 in de groep 0 biedt de volgende energiebeheermogelijkheden:

Type niet-actieve status: ACPI Idle (C) States (3 status(sen))

Type prestatiestatus: ACPI Collaborative Processor Performance Control
Nominale frequentie (MHz): 2904
Maximumpercentage voor prestaties: 148
Minimumpercentage voor prestaties: 37
Minimumversnellingspercentage: 3"
"System","2-7-2026 19:48:03","Microsoft-Windows-Kernel-Processor-Power","55","Informatie","80072","Processor 6 in de groep 0 biedt de volgende energiebeheermogelijkheden:

Type niet-actieve status: ACPI Idle (C) States (3 status(sen))

Type prestatiestatus: ACPI Collaborative Processor Performance Control
Nominale frequentie (MHz): 2904
Maximumpercentage voor prestaties: 148
Minimumpercentage voor prestaties: 37
Minimumversnellingspercentage: 3"
"System","2-7-2026 19:48:03","Microsoft-Windows-Kernel-Processor-Power","55","Informatie","80073","Processor 8 in de groep 0 biedt de volgende energiebeheermogelijkheden:

Type niet-actieve status: ACPI Idle (C) States (3 status(sen))

Type prestatiestatus: ACPI Collaborative Processor Performance Control
Nominale frequentie (MHz): 2904
Maximumpercentage voor prestaties: 148
Minimumpercentage voor prestaties: 37
Minimumversnellingspercentage: 3"
"System","2-7-2026 19:48:03","Microsoft-Windows-Kernel-Processor-Power","55","Informatie","80074","Processor 10 in de groep 0 biedt de volgende energiebeheermogelijkheden:

Type niet-actieve status: ACPI Idle (C) States (3 status(sen))

Type prestatiestatus: ACPI Collaborative Processor Performance Control
Nominale frequentie (MHz): 2904
Maximumpercentage voor prestaties: 148
Minimumpercentage voor prestaties: 37
Minimumversnellingspercentage: 3"
"System","2-7-2026 19:48:03","Microsoft-Windows-Kernel-Processor-Power","55","Informatie","80075","Processor 1 in de groep 0 biedt de volgende energiebeheermogelijkheden:

Type niet-actieve status: ACPI Idle (C) States (3 status(sen))

Type prestatiestatus: ACPI Collaborative Processor Performance Control
Nominale frequentie (MHz): 2904
Maximumpercentage voor prestaties: 148
Minimumpercentage voor prestaties: 37
Minimumversnellingspercentage: 3"
"System","2-7-2026 19:48:03","Microsoft-Windows-Kernel-Processor-Power","55","Informatie","80076","Processor 3 in de groep 0 biedt de volgende energiebeheermogelijkheden:

Type niet-actieve status: ACPI Idle (C) States (3 status(sen))

Type prestatiestatus: ACPI Collaborative Processor Performance Control
Nominale frequentie (MHz): 2904
Maximumpercentage voor prestaties: 148
Minimumpercentage voor prestaties: 37
Minimumversnellingspercentage: 3"
"System","2-7-2026 19:48:03","Microsoft-Windows-Kernel-Processor-Power","55","Informatie","80077","Processor 5 in de groep 0 biedt de volgende energiebeheermogelijkheden:

Type niet-actieve status: ACPI Idle (C) States (3 status(sen))

Type prestatiestatus: ACPI Collaborative Processor Performance Control
Nominale frequentie (MHz): 2904
Maximumpercentage voor prestaties: 148
Minimumpercentage voor prestaties: 37
Minimumversnellingspercentage: 3"
"System","2-7-2026 19:48:03","Microsoft-Windows-Kernel-Processor-Power","55","Informatie","80078","Processor 7 in de groep 0 biedt de volgende energiebeheermogelijkheden:

Type niet-actieve status: ACPI Idle (C) States (3 status(sen))

Type prestatiestatus: ACPI Collaborative Processor Performance Control
Nominale frequentie (MHz): 2904
Maximumpercentage voor prestaties: 148
Minimumpercentage voor prestaties: 37
Minimumversnellingspercentage: 3"
"System","2-7-2026 19:48:03","Microsoft-Windows-Kernel-Processor-Power","55","Informatie","80079","Processor 9 in de groep 0 biedt de volgende energiebeheermogelijkheden:

Type niet-actieve status: ACPI Idle (C) States (3 status(sen))

Type prestatiestatus: ACPI Collaborative Processor Performance Control
Nominale frequentie (MHz): 2904
Maximumpercentage voor prestaties: 148
Minimumpercentage voor prestaties: 37
Minimumversnellingspercentage: 3"
"System","2-7-2026 19:48:03","Microsoft-Windows-Kernel-Processor-Power","55","Informatie","80080","Processor 11 in de groep 0 biedt de volgende energiebeheermogelijkheden:

Type niet-actieve status: ACPI Idle (C) States (3 status(sen))

Type prestatiestatus: ACPI Collaborative Processor Performance Control
Nominale frequentie (MHz): 2904
Maximumpercentage voor prestaties: 148
Minimumpercentage voor prestaties: 37
Minimumversnellingspercentage: 3"
"System","2-7-2026 19:48:05","Microsoft-Windows-Kernel-General","15","Informatie","80082","De component \SystemRoot\System32\Config\SOFTWARE is opnieuw geordend met een begingrootte van 87908352 bytes en een eindgrootte van 87777280 bytes."
"System","2-7-2026 19:48:05","Microsoft-Windows-Kernel-General","16","Informatie","80083","De toegangsgeschiedenis in component \Device\HarddiskVolume1\EFI\Microsoft\Boot\BCD is gewist, waarbij 77 sleutels zijn bijgewerkt en 7 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:05","Microsoft-Windows-Ntfs","98","Informatie","80084","Volume D: (\Device\HarddiskVolume3) is in orde. U hoeft geen actie te ondernemen."
"System","2-7-2026 19:48:05","Microsoft-Windows-Kernel-General","16","Informatie","80085","De toegangsgeschiedenis in component \Device\HarddiskVolume1\EFI\Microsoft\Boot\BCD is gewist, waarbij 77 sleutels zijn bijgewerkt en 7 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:05","Microsoft-Windows-Ntfs","98","Informatie","80086","Volume \\?\Volume{22394d4a-a0f1-475a-a29c-0a0a52216bcf} (\Device\HarddiskVolume4) is in orde. U hoeft geen actie te ondernemen."
"System","2-7-2026 19:48:05","Microsoft-Windows-Kernel-General","16","Informatie","80087","De toegangsgeschiedenis in component \Device\HarddiskVolume1\EFI\Microsoft\Boot\BCD is gewist, waarbij 77 sleutels zijn bijgewerkt en 7 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:08","Microsoft-Windows-Ntfs","98","Informatie","80088","Volume F: (\Device\HarddiskVolume8) is in orde. U hoeft geen actie te ondernemen."
"System","2-7-2026 19:48:08","Microsoft-Windows-Kernel-General","16","Informatie","80089","De toegangsgeschiedenis in component \Device\HarddiskVolume1\EFI\Microsoft\Boot\BCD is gewist, waarbij 77 sleutels zijn bijgewerkt en 7 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:08","Microsoft-Windows-Kernel-General","16","Informatie","80090","De toegangsgeschiedenis in component \Device\HarddiskVolume1\EFI\Microsoft\Boot\BCD is gewist, waarbij 77 sleutels zijn bijgewerkt en 7 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:08","Microsoft-Windows-Kernel-General","16","Informatie","80091","De toegangsgeschiedenis in component \Device\HarddiskVolume1\EFI\Microsoft\Boot\BCD is gewist, waarbij 77 sleutels zijn bijgewerkt en 7 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:08","Microsoft-Windows-Ntfs","98","Informatie","80092","Volume \\?\Volume{f4845a66-0ba9-4ceb-b14b-9dc75c39f6e3} (\Device\HarddiskVolume7) is in orde. U hoeft geen actie te ondernemen."
"System","2-7-2026 19:48:08","Microsoft-Windows-Kernel-General","16","Informatie","80093","De toegangsgeschiedenis in component \Device\HarddiskVolume1\EFI\Microsoft\Boot\BCD is gewist, waarbij 77 sleutels zijn bijgewerkt en 7 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:08","Microsoft-Windows-Kernel-General","24","Informatie","80094","De tijdzone-informatie is vernieuwd met afsluitreden 0. De huidige afwijking van de tijdzone is -120. "
"System","2-7-2026 19:48:08","Microsoft-Windows-Kernel-General","16","Informatie","80095","De toegangsgeschiedenis in component \Device\HarddiskVolume1\EFI\Microsoft\Boot\BCD is gewist, waarbij 77 sleutels zijn bijgewerkt en 7 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:18","Microsoft-Windows-Kernel-General","16","Informatie","80107","De toegangsgeschiedenis in component \??\C:\WINDOWS\ServiceProfiles\NetworkService\NTUSER.DAT is gewist, waarbij 147 sleutels zijn bijgewerkt en 17 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:18","Microsoft-Windows-Kernel-General","16","Informatie","80108","De toegangsgeschiedenis in component \SystemRoot\System32\Config\BBI is gewist, waarbij 266 sleutels zijn bijgewerkt en 58 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:18","Microsoft-Windows-Kernel-General","16","Informatie","80109","De toegangsgeschiedenis in component \??\C:\WINDOWS\ServiceProfiles\LocalService\NTUSER.DAT is gewist, waarbij 110 sleutels zijn bijgewerkt en 17 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:20","Microsoft-Windows-Kernel-General","15","Informatie","80139","De component \SystemRoot\System32\config\DRIVERS is opnieuw geordend met een begingrootte van 6332416 bytes en een eindgrootte van 6180864 bytes."
"System","2-7-2026 19:48:20","EventLog","6008","Fout","80052","De vorige afsluiting van het systeem om 06:34:04 op ‎13-‎6-‎2026 is onverwacht gebeurd."
"System","2-7-2026 19:48:20","EventLog","6005","Informatie","80054","De Event Log-service is gestart."
"System","2-7-2026 19:48:21","Microsoft-Windows-Kernel-General","16","Informatie","80143","De toegangsgeschiedenis in component \??\C:\Users\rutge\ntuser.dat is gewist, waarbij 2143 sleutels zijn bijgewerkt en 249 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:22","Microsoft-Windows-Kernel-General","16","Informatie","80144","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Microsoft\Windows\UsrClass.dat is gewist, waarbij 13539 sleutels zijn bijgewerkt en 1119 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:25","Microsoft-Windows-Kernel-General","16","Informatie","80145","De toegangsgeschiedenis in component \??\C:\WINDOWS\AppCompat\Programs\Amcache.hve is gewist, waarbij 2109 sleutels zijn bijgewerkt en 743 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:25","Microsoft-Windows-Kernel-General","16","Informatie","80146","De toegangsgeschiedenis in component \??\C:\ProgramData\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\S-1-5-21-3769362079-2490324055-1201222766-1001\SystemAppData\Helium\Cache\ad4703967b815b0_COM15.dat is gewist, waarbij 1 sleutels zijn bijgewerkt en 1 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:25","Service Control Manager","7026","Informatie","80147","De volgende opstart- of systeemstartstuurprogramma's zijn niet geladen: 
CTIAIO
dam
EhStorClass
uiomap"
"System","2-7-2026 19:48:26","Microsoft-Windows-Kernel-General","16","Informatie","80149","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Packages\MicrosoftWindows.CrossDevice_cw5n1h2txyewy\SystemAppData\Helium\User.dat is gewist, waarbij 9 sleutels zijn bijgewerkt en 1 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:26","Microsoft-Windows-Kernel-General","16","Informatie","80150","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Packages\MicrosoftWindows.CrossDevice_cw5n1h2txyewy\SystemAppData\Helium\UserClasses.dat is gewist, waarbij 5 sleutels zijn bijgewerkt en 1 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:26","Microsoft-Windows-Kernel-General","16","Informatie","80151","De toegangsgeschiedenis in component \??\C:\ProgramData\Packages\MicrosoftWindows.CrossDevice_cw5n1h2txyewy\S-1-5-21-3769362079-2490324055-1201222766-1001\SystemAppData\Helium\Cache\3ca6dca1ff78c9b7_COM15.dat is gewist, waarbij 1 sleutels zijn bijgewerkt en 1 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:27","Microsoft-Windows-Kernel-General","16","Informatie","80152","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\SystemAppData\Helium\User.dat is gewist, waarbij 9 sleutels zijn bijgewerkt en 1 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:27","Microsoft-Windows-Kernel-General","16","Informatie","80153","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\SystemAppData\Helium\UserClasses.dat is gewist, waarbij 7 sleutels zijn bijgewerkt en 1 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:27","Microsoft-Windows-Kernel-General","16","Informatie","80154","De toegangsgeschiedenis in component \??\C:\ProgramData\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\S-1-5-21-3769362079-2490324055-1201222766-1001\SystemAppData\Helium\Cache\737e2508acea5cb6_COM15.dat is gewist, waarbij 1 sleutels zijn bijgewerkt en 1 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:27","Microsoft-Windows-Kernel-General","16","Informatie","80155","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\Settings\settings.dat is gewist, waarbij 17 sleutels zijn bijgewerkt en 6 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:27","Microsoft-Windows-Kernel-General","16","Informatie","80156","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Packages\MicrosoftWindows.CrossDevice_cw5n1h2txyewy\Settings\settings.dat is gewist, waarbij 47 sleutels zijn bijgewerkt en 6 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:28","Microsoft-Windows-Kernel-General","16","Informatie","80157","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Packages\Microsoft.WidgetsPlatformRuntime_8wekyb3d8bbwe\SystemAppData\Helium\User.dat is gewist, waarbij 1 sleutels zijn bijgewerkt en 1 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:28","Microsoft-Windows-Kernel-General","16","Informatie","80158","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Packages\Microsoft.WidgetsPlatformRuntime_8wekyb3d8bbwe\SystemAppData\Helium\UserClasses.dat is gewist, waarbij 30 sleutels zijn bijgewerkt en 13 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:28","Microsoft-Windows-Kernel-General","16","Informatie","80159","De toegangsgeschiedenis in component \??\C:\ProgramData\Packages\Microsoft.WidgetsPlatformRuntime_8wekyb3d8bbwe\S-1-5-21-3769362079-2490324055-1201222766-1001\SystemAppData\Helium\Cache\2885a5535f1228d9_COM15.dat is gewist, waarbij 1 sleutels zijn bijgewerkt en 1 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:28","Microsoft-Windows-Kernel-General","16","Informatie","80160","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Packages\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\Settings\settings.dat is gewist, waarbij 5 sleutels zijn bijgewerkt en 1 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:28","Microsoft-Windows-Kernel-General","16","Informatie","80161","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat is gewist, waarbij 10 sleutels zijn bijgewerkt en 1 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:30","Microsoft-Windows-Kernel-General","16","Informatie","80162","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Packages\Microsoft.StartExperiencesApp_8wekyb3d8bbwe\SystemAppData\Helium\User.dat is gewist, waarbij 18 sleutels zijn bijgewerkt en 1 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:30","Microsoft-Windows-Kernel-General","16","Informatie","80163","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Packages\DolbyLaboratories.DolbyAccess_rz1tebttyb220\Settings\settings.dat is gewist, waarbij 4 sleutels zijn bijgewerkt en 2 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:30","Microsoft-Windows-Kernel-General","16","Informatie","80164","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Packages\Microsoft.StartExperiencesApp_8wekyb3d8bbwe\SystemAppData\Helium\UserClasses.dat is gewist, waarbij 13 sleutels zijn bijgewerkt en 1 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:30","Microsoft-Windows-Kernel-General","16","Informatie","80165","De toegangsgeschiedenis in component \??\C:\ProgramData\Packages\Microsoft.StartExperiencesApp_8wekyb3d8bbwe\S-1-5-21-3769362079-2490324055-1201222766-1001\SystemAppData\Helium\Cache\7010e2fefb85b43d_COM15.dat is gewist, waarbij 1 sleutels zijn bijgewerkt en 1 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:35","Microsoft-Windows-Kernel-General","16","Informatie","80167","De toegangsgeschiedenis in component \??\C:\ProgramData\Packages\Microsoft.DesktopAppInstaller_8wekyb3d8bbwe\S-1-5-21-3769362079-2490324055-1201222766-1001\SystemAppData\Helium\Cache\58604a54d9363801_COM15.dat is gewist, waarbij 1 sleutels zijn bijgewerkt en 1 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:36","Microsoft-Windows-Kernel-General","16","Informatie","80168","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Packages\Microsoft.DesktopAppInstaller_8wekyb3d8bbwe\Settings\settings.dat is gewist, waarbij 2 sleutels zijn bijgewerkt en 1 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:36","Microsoft-Windows-Kernel-General","16","Informatie","80169","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Packages\DTSInc.DTSSoundUnbound_t5j2fzbtdg37r\Settings\settings.dat is gewist, waarbij 8 sleutels zijn bijgewerkt en 2 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:37","Microsoft-Windows-Kernel-General","16","Informatie","80170","De toegangsgeschiedenis in component \??\C:\WINDOWS\System32\config\ELAM is gewist, waarbij 2 sleutels zijn bijgewerkt en 2 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:38","Microsoft-Windows-Kernel-General","16","Informatie","80173","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Packages\B9ECED6F.ArmouryCrate_qmba6cd70vzyy\Settings\settings.dat is gewist, waarbij 13 sleutels zijn bijgewerkt en 2 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:43","Microsoft-Windows-Kernel-General","16","Informatie","80176","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Packages\Microsoft.YourPhone_8wekyb3d8bbwe\Settings\settings.dat is gewist, waarbij 74 sleutels zijn bijgewerkt en 10 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:44","Microsoft-Windows-Kernel-General","16","Informatie","80177","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\Settings\settings.dat is gewist, waarbij 19 sleutels zijn bijgewerkt en 3 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:46","Microsoft-Windows-Kernel-General","16","Informatie","80179","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Packages\Microsoft.YourPhone_8wekyb3d8bbwe\SystemAppData\Helium\User.dat is gewist, waarbij 12 sleutels zijn bijgewerkt en 1 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:46","Microsoft-Windows-Kernel-General","16","Informatie","80180","De toegangsgeschiedenis in component \??\C:\ProgramData\Packages\Microsoft.YourPhone_8wekyb3d8bbwe\S-1-5-21-3769362079-2490324055-1201222766-1001\SystemAppData\Helium\Cache\55d161fc4bbfd712_COM15.dat is gewist, waarbij 1 sleutels zijn bijgewerkt en 1 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:48:57","Microsoft-Windows-Kernel-General","16","Informatie","80186","De toegangsgeschiedenis in component \??\C:\WINDOWS\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat is gewist, waarbij 44 sleutels zijn bijgewerkt en 10 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:49:03","Microsoft-Windows-Kernel-General","16","Informatie","80187","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Packages\AdobeSystemsIncorporated.AdobePhotoshopExpress_mtcwf2zmmt10c\SystemAppData\Helium\User.dat is gewist, waarbij 25 sleutels zijn bijgewerkt en 3 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:49:03","Microsoft-Windows-Kernel-General","16","Informatie","80188","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Packages\AdobeSystemsIncorporated.AdobePhotoshopExpress_mtcwf2zmmt10c\SystemAppData\Helium\UserClasses.dat is gewist, waarbij 41 sleutels zijn bijgewerkt en 3 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:49:03","Microsoft-Windows-Kernel-General","16","Informatie","80189","De toegangsgeschiedenis in component \??\C:\ProgramData\Packages\AdobeSystemsIncorporated.AdobePhotoshopExpress_mtcwf2zmmt10c\S-1-5-21-3769362079-2490324055-1201222766-1001\SystemAppData\Helium\Cache\4ba713286289a80f_COM15.dat is gewist, waarbij 1 sleutels zijn bijgewerkt en 1 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:49:06","Microsoft-Windows-Kernel-General","16","Informatie","80190","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Packages\AdobeSystemsIncorporated.AdobePhotoshopExpress_mtcwf2zmmt10c\Settings\settings.dat is gewist, waarbij 2 sleutels zijn bijgewerkt en 1 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:49:30","Microsoft-Windows-Kernel-General","16","Informatie","80191","De toegangsgeschiedenis in component \??\C:\Users\rutge\AppData\Local\Packages\AdobeNotificationClient_enpm4xejd91yc\Settings\settings.dat is gewist, waarbij 2 sleutels zijn bijgewerkt en 1 gewijzigde pagina's zijn gemaakt."
"System","2-7-2026 19:50:19","Microsoft-Windows-Kernel-General","16","Informatie","80194","De toegangsgeschiedenis in component \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsAppRuntime.2_2.2.0.0_x64__8wekyb3d8bbwe\ActivationStore.dat is gewist, waarbij 0 sleutels zijn bijgewerkt en 0 gewijzigde pagina's zijn gemaakt."
